"auction_type","auction_date","auction_time","sold_to","sold_amount","judgment_amount","assessed_value","plaintiff_max_bid","surplus_amount","case_number","parcel_id","address","city","state","zip"
"FORECLOSURE","09/04/2024","11:04 AM ET","3rd Party Bidder","$72,300.00","$98,579.00","$32,045.00","Hidden","-26279","16-2024-CA-001553-AXXX-MA","059066-0000","3505 ROCKWOOD DR","JACKSONVILLE","FL","32254"
"FORECLOSURE","09/05/2024","11:35 AM ET","3rd Party Bidder","$62,100.00","$83,702.34","$23,478.00","$34,400.00","-21602.34","16-2024-CA-001030-AXXX-MA","123028-1286","355 MONUMENT RD 23 D2","JACKSONVILLE","FL","32225"
"FORECLOSURE","09/09/2024","11:06 AM ET","3rd Party Bidder","$232,400.00","$236,606.18","$223,701.00","Hidden","-4206.17999999999","16-2023-CA-010450-XXXX-MA","044181-0815","12013 SEA GROVE PL","JACKSONVILLE","FL","32218"
"FORECLOSURE","09/10/2024","11:17 AM ET","3rd Party Bidder","$112,500.00","$60,178.12","$37,250.00","Hidden","52321.88","16-2023-CA-011486-XXXX-MA","141758-0000","6844 CAMELOT RD","JACKSONVILLE","FL","32211"
"FORECLOSURE","09/11/2024","11:12 AM ET","3rd Party Bidder","$119,700.00","$116,229.65","$46,690.00","$119,638.17","3470.35000000001","16-2023-CA-011327-XXXX-MA","043508-0000","2434 LEONID RD","JACKSONVILLE","FL","32218"
"FORECLOSURE","09/12/2024","11:16 AM ET","3rd Party Bidder","$115,100.00","$23,516.06","$50,421.00","Hidden","91583.94","16-2023-CA-010992-XXXX-MA","049493-0000","1099 HOOD AVE","JACKSONVILLE","FL","32254"
"FORECLOSURE","09/17/2024","11:04 AM ET","3rd Party Bidder","$138,200.00","$166,507.35","$52,474.00","$126,856.86","-28307.35","16-2023-CA-009437-XXXX-MA","014273-7206","7751 PLAYSCHOOL LN","JACKSONVILLE","FL","32210"
"FORECLOSURE","09/18/2024","11:03 AM ET","3rd Party Bidder","$157,300.00","$155,834.82","$63,814.00","Hidden","1465.17999999999","16-2023-CA-001048-XXXX-MA","014603-1114","7955 N BLANK DR","JACKSONVILLE","FL","32244"
"FORECLOSURE","09/19/2024","11:16 AM ET","3rd Party Bidder","$86,600.00","$5,802.60","$353,054.00","$5,802.60","80797.4","16-2019-CC-005772-XXXX-MA","108095-2015","16 HUNTERS HOLLOW CT","JACKSONVILLE","FL","32218"
"FORECLOSURE","09/03/2024","11:07 AM CT","3rd Party Bidder","$300,000.00","$262,100.95","$367,292.00","$270,679.65","37899.05","2023 CA 003070","391S300100012014","6018 THISTLEDOWN DR","PENSACOLA","FL","32505"
"FORECLOSURE","09/04/2024","11:04 AM CT","3rd Party Bidder","$68,300.00","$80,963.03","$103,723.00","Hidden","-12663.03","2023 CA 000309","352S306100011007","22 W ADKINSON DR","PENSACOLA","FL","32506"
"FORECLOSURE","09/05/2024","10:02 AM ET","3rd Party Bidder","$112,900.00","$108,762.58","$127,479.00","Hidden","4137.42","292024CA000272A001HC","1929111NE000005000140U","7203 RHODE ISLAND DR","TAMPA","FL","33619"
"FORECLOSURE","09/06/2024","10:24 AM ET","3rd Party Bidder","$365,800.00","$245,159.08","$380,078.00","Hidden","120640.92","292022CA005281A001HC","1932021UQ000004000400U","3623 GAVIOTA DR","RUSKIN","FL","33573"
"FORECLOSURE","09/06/2024","10:49 AM ET","3rd Party Bidder","$89,400.00","$13,596.87","$63,146.00","$14,746.67","75803.13","292024CC008808A001HC","1829103J2000000000010A","3381 W HIDDEN HAVEN CT","TAMPA","FL","33607"
"FORECLOSURE","09/10/2024","10:29 AM ET","3rd Party Bidder","$240,300.00","$221,736.74","$234,725.00","Hidden","18563.26","292023CA011738A001HC","20302080P000010000020U","9225 STONE RIVER PL","RIVERVIEW","FL","33578"
"FORECLOSURE","09/13/2024","10:19 AM ET","3rd Party Bidder","$53,100.00","$12,074.57","$92,659.00","$13,614.42","41025.43","292024CC003550A001HC","1928271KP000000001900U","7529 PITCH PINE CIR 190","TAMPA","FL","33617"
"FORECLOSURE","09/10/2024","10:03 AM ET","3rd Party Bidder","$165,300.00","$121,358.34","$82,171.00","Hidden","43941.66","2022 CA 000586","31391800003552000017.0","139HARRIS DR","SEBASTIAN","FL","32958"
"FORECLOSURE","09/12/2024","10:05 AM ET","3rd Party Bidder","$63,500.00","$8,640.01","$46,452.00","$8,640.01","54859.99","2023 CC 001935","31390600019003000020.0","322KING ST","SEBASTIAN","FL","32958"
"FORECLOSURE","09/19/2024","10:06 AM ET","3rd Party Bidder","$166,100.00","$102,273.37","$55,900.00","$103,225.02","63826.63","2023 CA 000918","33390400005000000014.0","205550TH AV","VERO BEACH","FL","32966"
"FORECLOSURE","09/05/2024","09:09 AM ET","3rd Party Bidder","$155,100.00","$161,330.06","$171,940.00","Hidden","-6230.06","23-CA-001347","31-44-27-02-00002.0150","1536 LINDALE CIR","LEHIGH ACRES","FL","33936"
"FORECLOSURE","09/12/2024","09:11 AM ET","3rd Party Bidder","$70,200.00","$92,564.22","$122,697.00","Hidden","-22364.22","23-CA-008505","36-44-24-P4-0100B.1070","2264 WINKLER AVE 107","FORT MYERS","FL","33901"
"FORECLOSURE","09/19/2024","09:09 AM ET","3rd Party Bidder","$141,100.00","$55,975.53","$211,308.00","Hidden","85124.47","22-CA-002717","17-46-25-06-00026.0390","18486 FLAMINGO RD","FORT MYERS","FL","33967"
"FORECLOSURE","09/19/2024","09:10 AM ET","3rd Party Bidder","$225,100.00","$341,836.89","$367,972.00","Hidden","-116736.89","23-CA-000937","06-44-24-C1-02096.0430","917/919 NE 15TH LN","CAPE CORAL","FL","33909"
"FORECLOSURE","09/10/2024","11:01 AM ET","3rd Party Bidder","$134,400.00","$163,337.50","$73,739.00","Hidden","-28937.5","2019 CA 002249","140730 A0090","1179 JEFFREY RD","TALLAHASSEE","FL","32312"
"FORECLOSURE","09/18/2024","11:01 AM ET","3rd Party Bidder","$150,100.00","$192,552.67","$195,576.00","Hidden","-42452.67","2022 CA 000487","212380 G0270","919 CHESTWOOD AVE","TALLAHASSEE","FL","32303"
"FORECLOSURE","09/18/2024","11:02 AM ET","3rd Party Bidder","$129,600.00","$156,448.40","$124,025.00","Hidden","-26848.4","2023 CA 001886","310231 A0251","1141 COPPER CREEK CT","TALLAHASSEE","FL","32311"
"FORECLOSURE","09/18/2024","11:03 AM ET","3rd Party Bidder","$100,900.00","$186,367.43","$101,794.00","Hidden","-85467.43","2023 CA 002334","4120206020000","5951 SPRINGHILL RD","TALLAHASSEE","FL","32305"
"FORECLOSURE","09/09/2024","11:07 AM ET","3rd Party Bidder","$176,123.00","$153,232.20","$211,741.00","Hidden","22890.8","422021CA000747CAAXXX","2563966","8315 SW 135TH STREET RD","OCALA","FL","34473"
"FORECLOSURE","09/09/2024","11:33 AM ET","3rd Party Bidder","$190,176.00","$169,964.92","$320,092.00","Hidden","20211.08","422024CA000234CAAXMX","1862752","5435 SW 165TH STREET RD","OCALA","FL","34473"
"FORECLOSURE","09/03/2024","10:56 AM ET","3rd Party Bidder","$137,500.00","$133,006.57","$246,970.00","Hidden","4493.42999999999","23001232CAAXMX","51-38-41-004-013-00010-4","4985 SE CAPSTAN AVE","STUART","FL","34997"
"FORECLOSURE","09/17/2024","10:07 AM ET","3rd Party Bidder","$100,100.00","$74,651.76","$71,940.00","Hidden","25448.24","23001287CAAXMX","52-38-41-001-000-00030-8","2845 SE CARROLL ST","STUART","FL","34997"
"FORECLOSURE","09/03/2024","09:26 AM ET","3rd Party Bidder","$500,100.00","$404,796.68","$361,423.00","Hidden","95303.32","2021-022005-CA-01","36-6004-003-0230","19201 FLAG DR","CUTLER BAY","FL","33157"
"FORECLOSURE","09/09/2024","09:05 AM ET","3rd Party Bidder","$425,600.00","$250,359.26","$243,648.00","$266,055.41","175240.74","2016-026557-CA-01","01-3123-022-0320","765 NW 45 ST","MIAMI","FL","33127"
"FORECLOSURE","09/10/2024","09:08 AM ET","3rd Party Bidder","$374,100.00","$499,642.08","$260,774.00","Hidden","-125542.08","2022-015118-CA-01","36-6010-007-0580","19810 SW 79 AVE","MIAMI","FL","33189"
"FORECLOSURE","09/16/2024","09:01 AM ET","3rd Party Bidder","$50,100.00","$38,844.50","$29,414.00","Hidden","11255.5","2018-021596-CC-23","30-2205-039-0880","1401 NE MIAMI GARDENS DR 193","MIAMI","FL","33179"
"FORECLOSURE","09/16/2024","09:19 AM ET","3rd Party Bidder","$200,000.00","$131,064.77","$287,390.00","Hidden","68935.23","2021-000433-CA-01","04-2132-007-1040","670 E 57 ST","HIALEAH","FL","33013"
"FORECLOSURE","09/17/2024","09:26 AM ET","3rd Party Bidder","$725,200.00","$538,351.62","$662,568.00","Hidden","186848.38","2023-026627-CA-01","01-3230-093-1250","650 NE 32 ST 3703","MIAMI","FL","33137"
"FORECLOSURE","09/18/2024","09:01 AM ET","3rd Party Bidder","$485,100.00","$566,042.23","$238,021.00","Hidden","-80942.23","2023-023338-CA-01","35-3019-039-0550","5609 NW 113 CT","DORAL","FL","33178"
"FORECLOSURE","09/11/2024","11:03 AM ET","3rd Party Bidder","$73,300.00","$32,892.91","$28,236.00","Hidden","40407.09","472023CC000219CCAXMX","1-15-37-35-0100-00060-0120","1531 NE 14TH ST","OKEECHOBEE","FL","34972"
"FORECLOSURE","09/03/2024","10:18 AM ET","3rd Party Bidder","$257,600.00","$253,315.53","Not Found","Hidden","4284.47","502022CA003355XXXXMB","08434520300043030","4 RENAISSANCE WAY UNIT 303","BOYNTON BEACH","FL","33426"
"FORECLOSURE","09/05/2024","10:28 AM ET","3rd Party Bidder","$151,100.00","$55,362.12","Not Found","$55,362.12","95737.88","502024CA002432XXXAMB","00424623420020640","15301 PEMBRIDGE AVE 64","DELRAY BEACH","FL","33484"
"FORECLOSURE","09/09/2024","10:06 AM ET","3rd Party Bidder","$107,600.00","$24,518.45","Not Found","$24,518.45","83081.55","502018CA015769XXXXMB","00424521080020220","9816 ARBOR VIEW DR S","BOYNTON BEACH","FL","33437"
"FORECLOSURE","09/09/2024","10:08 AM ET","3rd Party Bidder","$133,200.00","$125,150.73","Not Found","$127,430.31","8049.27","502023CA015812XXXAMB","74424312270111080","4151 SAN MARINO BLVD UNIT 108","WEST PALM BEACH","FL","33409"
"FORECLOSURE","09/09/2024","10:17 AM ET","3rd Party Bidder","$95,100.00","$15,744.95","Not Found","$15,744.95","79355.05","502023CC009646XXXXNB","00424427080000760","4483 LUXEMBURG CT 105","LAKE WORTH","FL","33467"
"FORECLOSURE","09/16/2024","10:06 AM ET","3rd Party Bidder","$244,100.00","$237,424.84","Not Found","Hidden","6675.16","502020CA014459XXXXMB","00424730010050250","1561 SW 64TH WAY","BOCA RATON","FL","33428"
"FORECLOSURE","09/16/2024","10:07 AM ET","3rd Party Bidder","$75,000.00","$46,622.16","Not Found","Hidden","28377.84","502022CA012099XXXXMB","00424523090052813","5395 FIRENZE DR M","BOYNTON BEACH","FL","33437"
"FORECLOSURE","09/16/2024","10:23 AM ET","3rd Party Bidder","$89,700.00","$35,874.47","Not Found","$27,900.00","53825.53","502023CA014386XXXAMB","08434516180004060","2520 NE 1ST CT 406","BOYNTON BEACH","FL","33435"
"FORECLOSURE","09/16/2024","10:38 AM ET","3rd Party Bidder","$178,100.00","$171,002.30","Not Found","Hidden","7097.70000000001","502023CA014427XXXAMB","38434421151240201","423 N F ST","LAKE WORTH","FL","33460"
"FORECLOSURE","09/17/2024","10:03 AM ET","3rd Party Bidder","$68,100.00","$13,254.90","Not Found","$13,254.90","54845.1","502021CC002220XXXXNB","Property Appraiser","2717 SE 27TH WAY","BOYNTON BEACH","FL","33435"
"FORECLOSURE","09/18/2024","10:02 AM ET","3rd Party Bidder","$210,100.00","$121,017.15","Not Found","$121,017.15","89082.85","502019CA009665XXXXMB","00424330270000230","9123 NUGENT TRL","WEST PALM BEACH","FL","33411"
"FORECLOSURE","09/18/2024","10:04 AM ET","3rd Party Bidder","$347,900.00","$344,708.10","Not Found","$347,800.00","3191.90000000002","502023CA008588XXXXMB","00424335270000640","905 FIELDSTONE WAY","WEST PALM BEACH","FL","33413"
"FORECLOSURE","09/18/2024","10:17 AM ET","3rd Party Bidder","$85,100.00","$30,825.83","Not Found","$30,825.83","54274.17","502023CA013144XXXXMB","00424708040093500","350 BRIGHTON I","BOCA RATON","FL","33434"
"FORECLOSURE","09/18/2024","10:22 AM ET","3rd Party Bidder","$170,000.00","$17,864.80","Not Found","$17,864.80","152135.2","502024CA001696XXXAMB","18424415180004100","410 HARBOUR POINTE WAY","GREENACRES","FL","33413"
"FORECLOSURE","09/04/2024","11:09 AM ET","3rd Party Bidder","$86,500.00","$56,994.93","Not Found","$56,994.93","29505.07","51-2023-CA-000199-CAAX-ES","04-24-18-0020-00000-6120","18234 FERRERA AVENUE","Not Found","Not Found","Not Found"
"FORECLOSURE","09/04/2024","11:15 AM ET","3rd Party Bidder","$55,100.00","$65,050.79","Not Found","Hidden","-9950.79","51-2024-CA-000483-CAAX-ES","27-23-21-0090-01200-0080","20542 OLD TRILBY ROAD","Not Found","Not Found","Not Found"
"FORECLOSURE","09/09/2024","11:08 AM ET","3rd Party Bidder","$166,500.00","$139,367.89","Not Found","$147,276.95","27132.11","51-2022-CA-001274-CAAX-WS","22-25-16-1060-00001-3670","7332 VIENNA LANE","Not Found","Not Found","Not Found"
"FORECLOSURE","09/09/2024","11:24 AM ET","3rd Party Bidder","$135,500.00","$79,279.18","Not Found","Hidden","56220.82","51-2024-CA-000226-CAAX-ES","19-25-22-0020-00000-1180","40242 SUNBURST DR","Not Found","Not Found","Not Found"
"FORECLOSURE","09/10/2024","11:06 AM ET","3rd Party Bidder","$143,400.00","$140,683.87","Not Found","Hidden","2716.13","51-2023-CA-003100-CAAX-WS","35-24-16-0940-00000-7030","13200 WOODWARD DR","Not Found","Not Found","Not Found"
"FORECLOSURE","09/10/2024","11:18 AM ET","3rd Party Bidder","$33,600.00","$9,412.61","Not Found","$10,085.19","24187.39","51-2023-CC-005177-CCAX-WS","31-26-16-0160-00000-1510","4341 MORLOCK LANE","Not Found","Not Found","Not Found"
"FORECLOSURE","09/10/2024","11:20 AM ET","3rd Party Bidder","$196,000.00","$190,819.28","Not Found","Hidden","5180.72","51-2024-CA-000922-CAAX-ES","33-26-20-0220-00800-0060","1044 SLEEPY OAK DRIVE","Not Found","Not Found","Not Found"
"FORECLOSURE","09/11/2024","11:15 AM ET","3rd Party Bidder","$181,100.00","$136,347.44","Not Found","$136,218.22","44752.56","51-2023-CA-003342-CAAX-WS","22-25-16-076B-00001-0420","7134 KING ARTHUR DR","Not Found","Not Found","Not Found"
"FORECLOSURE","09/12/2024","11:07 AM ET","3rd Party Bidder","$327,000.00","$304,813.82","Not Found","$315,849.46","22186.18","51-2023-CA-003895-CAAX-ES","08-26-21-0140-00900-0260","36229 JENNY LYNNE CIR","Not Found","Not Found","Not Found"
"FORECLOSURE","09/16/2024","11:13 AM ET","3rd Party Bidder","$75,000.00","$45,561.42","Not Found","Hidden","29438.58","51-2024-CA-000783-CAAX-ES","19-26-21-0070-00000-3750","3010 WHISPERING LN","Not Found","Not Found","Not Found"
"FORECLOSURE","09/03/2024","10:14 AM ET","3rd Party Bidder","$88,100.00","$40,698.40","$127,971.00","Hidden","47401.6","522023CA006368XXCICI","163121940320110070","4650 FAIRFIELD AVE S","ST PETERSBURG","FL","33711"
"FORECLOSURE","09/11/2024","10:05 AM ET","3rd Party Bidder","$72,100.00","$61,515.47","$70,886.00","Hidden","10584.53","522022CA004317XXCICI","152724721620010100","4803 PLEASANT AVE","PALM HARBOR","FL","34683"
"FORECLOSURE","09/12/2024","10:03 AM ET","3rd Party Bidder","$289,600.00","$246,270.71","$115,639.00","$256,547.55","43329.29","522023CA008006XXCICI","163201494460950180","2200 CATALONIA WAY S","ST PETERSBURG","FL","33712"
"FORECLOSURE","09/12/2024","10:15 AM ET","3rd Party Bidder","$126,500.00","$39,251.99","$113,951.00","Hidden","87248.01","522023CC008653XXCOCO","152723897900030210","1802 MARINER DR # 21","TARPON SPRINGS","FL","34689"
"FORECLOSURE","09/17/2024","10:11 AM ET","3rd Party Bidder","$256,200.00","$215,452.98","Not Found","Hidden","40747.02","522023CA007844XXCICI","Property Appraiser","4961 94TH AVENUE NORTH","PINELLAS PARK","FL","33782"
"FORECLOSURE","09/03/2024","10:08 AM ET","3rd Party Bidder","$302,100.00","$228,184.47","$249,008.00","Hidden","73915.53","2023CA004755000000","27-27-04-725006-001860","538 CADIZ LOOP","DAVENPORT","FL","33897"
"FORECLOSURE","09/03/2024","10:23 AM ET","3rd Party Bidder","$37,100.00","$36,883.82","$61,553.00","$33,708.82","216.18","2023CC002118000000","23-27-25-009210-001970","1007 CASSANDRA LN","LAKELAND","FL","33809"
"FORECLOSURE","09/04/2024","10:03 AM ET","3rd Party Bidder","$15,100.00","$7,699.05","$5,188.00","$6,000.00","7400.95","2023CC000436000000","28-27-33-934460-395060","MEDITERRANEAN DR","POINCIANA","FL","34759"
"FORECLOSURE","09/10/2024","10:26 AM ET","3rd Party Bidder","$185,000.00","$124,749.75","$148,858.00","Hidden","60250.25","2024CA000163000000","26-29-01-663562-000721","3966 CYPRESS LNDG W","WINTER HAVEN","FL","33884"
"FORECLOSURE","09/12/2024","10:12 AM ET","3rd Party Bidder","$10,100.00","$4,538.06","Not Found","$4,538.06","5561.94","2024CC004047000000","MULTIPLE PARCELS","Not Found","Not Found","Not Found","Not Found"
"FORECLOSURE","09/16/2024","10:05 AM ET","3rd Party Bidder","$70,100.00","$5,776.15","$234,295.00","Hidden","64323.85","2023CC005327000000","27-27-28-776634-000270","308 BOW LN","HAINES CITY","FL","33844"
"FORECLOSURE","09/12/2024","12:05 PM ET","3rd Party Bidder","$530,100.00","$642,407.22","$611,639.00","Hidden","-112307.22","CA24-0346","1631520090","211 WOODLAND AVE","SAINT AUGUSTINE","FL","32080"
"FORECLOSURE","09/19/2024","12:07 PM ET","3rd Party Bidder","$600,000.00","$257,065.24","$472,476.00","Hidden","342934.76","CA23-1583","0615510080","141 SUMMERFIELD DR","PONTE VEDRA BEACH","FL","32082"
"FORECLOSURE","09/19/2024","12:09 PM ET","3rd Party Bidder","$2,100.00","$41,161.86","$407,102.00","Hidden","-39061.86","CC23-3086","1830400040","6372 PUTNAM ST","SAINT AUGUSTINE","FL","32080"
"FORECLOSURE","09/10/2024","11:02 AM CT","3rd Party Bidder","$425,900.00","$670,358.06","$515,081.00","Hidden","-244458.06","572023CA000722CAAXMX","02-2S-27-1922-30500-0130","7108 REEF ST","NAVARRE","FL","32566"
"FORECLOSURE","09/10/2024","11:03 AM CT","3rd Party Bidder","$152,000.00","$148,952.09","Not Found","Hidden","3047.91","572024CA000025CAAXMX","Property Appraiser","Not Found","Not Found","Not Found","Not Found"
"FORECLOSURE","09/19/2024","09:05 AM ET","3rd Party Bidder","$5,951.00","$4,835.97","$0.00","$4,835.97","1115.03","2023 CC 006856 NC","TIMESHARE","Not Found","Not Found","Not Found","Not Found"
"FORECLOSURE","09/04/2024","08:02 AM ET","3rd Party Bidder","$155,700.00","$155,624.06","Not Found","$155,624.06","75.9400000000023","2023CA002829","MULTIPLE PARCEL","Not Found","Not Found","Not Found","Not Found"
"FORECLOSURE","09/10/2024","08:05 AM ET","3rd Party Bidder","$290,100.00","$197,402.57","$327,140.00","$197,347.90","92697.43","2023CA000286","3420-620-0541-000-7","514 NW RIVERSIDE DR","PORT SAINT LUCIE","FL","34953"
"FORECLOSURE","09/10/2024","08:11 AM ET","3rd Party Bidder","$247,800.00","$245,173.24","$211,225.00","Hidden","2626.76000000001","2023CA002741","3420-555-0788-000-1","838 SW SAIL TER","PORT SAINT LUCIE","FL","34953"
"FORECLOSURE","09/17/2024","08:07 AM ET","3rd Party Bidder","$237,500.00","$207,787.24","$103,092.00","Hidden","29712.76","2023CA002806","1301-602-0017-000-7","5310 FORT PIERCE BLVD","SAINT LUCIE COUNTY","FL","34950"
"FORECLOSURE","09/05/2024","11:05 AM ET","3rd Party Bidder","$20,800.00","$311,359.21","$40,538.00","$4,999.00","-290559.21","2024 11053 CIDL","803430290290","239 ANGELES RD","DEBARY","FL","32713"
"FORECLOSURE","09/06/2024","11:02 AM ET","3rd Party Bidder","$98,100.00","$167,924.39","Not Found","Hidden","-69824.39","2024 11137 CICI","Property Appraiser","185 MOONSTONE CT","PORT ORANGE","FL","32129"
"FORECLOSURE","09/09/2024","11:11 AM ET","3rd Party Bidder","$30,400.00","$24,533.93","$46,768.00","$26,909.82","5866.07","2024 11439 CODL","900204000100","209 RIVER VILLAGE DR","DEBARY","FL","32713"
"FORECLOSURE","09/17/2024","11:17 AM ET","3rd Party Bidder","$106,800.00","$78,308.07","Not Found","Hidden","28491.93","2023 11772 CIDL","Property Appraiser","233 E DAVIS STREET","DELEON SPRINGS","FL","32130"
"FORECLOSURE","09/18/2024","11:01 AM ET","3rd Party Bidder","$48,100.00","$39,692.20","$115,745.00","$44,810.79","8407.8","2023 32322 CICI","422530018180","2700 N ATLANTIC AVE 818","DAYTONA BEACH","FL","32118"
