"auction_date","auction_time","sold_to","sold_amount","opening_bid","assessed_value","surplus_amount","case_number","certificate_number","parcel_id","address","city","state","zip"
"08/14/2024","11:13 AM ET","3rd Party Bidder","$30,100.00","$2,811.69","$16,291.00","$27,288.31","2024-1352TD","12930-2022","129583-0000","ATLANTIC BLVD","JACKSONVILLE","FL","32207"
"08/14/2024","11:15 AM ET","3rd Party Bidder","$15,100.00","$3,607.11","$43,047.00","$11,492.89","2024-1353TD","08661-2022","072439-0080","0 E 5TH ST","JACKSONVILLE","FL","32206"
"08/14/2024","11:24 AM ET","3rd Party Bidder","$25,100.00","$1,466.92","$7,538.00","$23,633.08","2024-1356TD","02967-2022","022328-0000","0 DUNMIRE AVE","JACKSONVILLE","FL","32219"
"08/14/2024","11:29 AM ET","3rd Party Bidder","$10,100.00","$1,641.69","$8,883.00","$8,458.31","2024-1361TD","04733-2022","037248-0000","9043 WASHINGTON AVE","JACKSONVILLE","FL","32208"
"08/14/2024","11:34 AM ET","3rd Party Bidder","$10,800.00","$3,161.69","$24,913.00","$7,638.31","2024-1362TD","03403-2022","026414-0000","7545 REED ST","JACKSONVILLE","FL","32208"
"08/14/2024","11:52 AM ET","3rd Party Bidder","$25,100.00","$1,545.37","$6,817.00","$23,554.63","2024-1369TD","02809-2022","021385-0000","0 MONCRIEF-DINSMORE","JACKSONVILLE","FL","32219"
"08/14/2024","11:58 AM ET","3rd Party Bidder","$11,600.00","$4,484.17","$5,381.00","$7,115.83","2024-1370TD","03389-2022","026355-0010","5778 OPREY ST","JACKSONVILLE","FL","32208"
"08/14/2024","12:27 PM ET","3rd Party Bidder","$19,500.00","$1,327.61","$8,415.00","$18,172.39","2024-1371TD","02812-2022","021397-0000","0 REDPOLL AVE","JACKSONVILLE","FL","32219"
"08/14/2024","12:32 PM ET","3rd Party Bidder","$72,100.00","$5,087.46","$51,074.00","$67,012.54","2024-1372TD","04159-2022","031601-0000","231 E 48TH ST","JACKSONVILLE","FL","32208"
"08/14/2024","12:42 PM ET","3rd Party Bidder","$26,400.00","$3,350.29","$12,910.00","$23,049.71","2024-1374TD","16637-2022","006063-0280","8638 ALEXA LN","JACKSONVILLE","FL","32220"
"08/14/2024","12:58 PM ET","3rd Party Bidder","$32,200.00","$1,627.53","$11,200.00","$30,572.47","2024-1376TD","14450-2022","154126-0000","0 MORTON ST","JACKSONVILLE","FL","32217"
"08/14/2024","01:02 PM ET","3rd Party Bidder","$22,000.00","$1,698.13","$5,374.00","$20,301.87","2024-1378TD","16773-2022","049919-0000","3013 W 9TH ST","JACKSONVILLE","FL","32254"
"09/11/2024","09:02 AM ET","3rd Party Bidder","$90,200.00","$14,340.30","$148,643.00","$75,859.70","2023-0833TD","08970-2021","070490-0000","816 N BROAD ST","JACKSONVILLE","FL","32202"
"09/11/2024","09:14 AM ET","3rd Party Bidder","$15,300.00","$2,012.12","$3,115.00","$13,287.88","2024-1392TD","07398-2021","053067-0010","SCRIVEN ST","JACKSONVILLE","FL","32209"
"09/11/2024","09:30 AM ET","3rd Party Bidder","$8,100.00","$1,512.17","$1,190.00","$6,587.83","2024-1395TD","14713-2022","156501-0000","JANSEN RD","JACKSONVILLE","FL","32257"
"09/11/2024","09:38 AM ET","3rd Party Bidder","$71,700.00","$6,139.59","$49,800.00","$65,560.41","2024-1396TD","01346-2022","010426-0000","LE MANS DR","JACKSONVILLE","FL","32210"
"09/11/2024","09:02 AM ET","3rd Party Bidder","$90,200.00","$14,340.30","$148,643.00","$75,859.70","2023-0833TD","08970-2021","070490-0000","816 N BROAD ST","JACKSONVILLE","FL","32202"
"09/11/2024","09:14 AM ET","3rd Party Bidder","$15,300.00","$2,012.12","$3,115.00","$13,287.88","2024-1392TD","07398-2021","053067-0010","SCRIVEN ST","JACKSONVILLE","FL","32209"
"09/11/2024","09:30 AM ET","3rd Party Bidder","$8,100.00","$1,512.17","$1,190.00","$6,587.83","2024-1395TD","14713-2022","156501-0000","JANSEN RD","JACKSONVILLE","FL","32257"
"09/11/2024","09:38 AM ET","3rd Party Bidder","$71,700.00","$6,139.59","$49,800.00","$65,560.41","2024-1396TD","01346-2022","010426-0000","LE MANS DR","JACKSONVILLE","FL","32210"
"09/11/2024","09:43 AM ET","3rd Party Bidder","$160,100.00","$11,463.61","$164,278.00","$148,636.39","2024-1405TD","01071-2022","006549-0000","426 N CELERY AVE","JACKSONVILLE","FL","32220"
"09/11/2024","09:53 AM ET","3rd Party Bidder","$47,000.00","$5,660.56","$66,821.00","$41,339.44","2024-1418TD","11601-2022","110612-0000","11276 GUINN RD","JACKSONVILLE","FL","32218"
"09/11/2024","10:00 AM ET","3rd Party Bidder","$66,100.00","$5,590.04","$66,561.00","$60,509.96","2024-1419TD","06116-2022","047119-0000","2103 W 14TH ST","JACKSONVILLE","FL","32209"
"09/11/2024","10:36 AM ET","3rd Party Bidder","$68,700.00","$4,493.26","$47,388.00","$64,206.74","2024-1435TD","03650-2022","028206-0000","5524 VERBENA RD","JACKSONVILLE","FL","32209"
"09/11/2024","10:48 AM ET","3rd Party Bidder","$59,000.00","$4,743.52","$53,307.00","$54,256.48","2024-1447TD","09957-2022","087422-0000","3224 BOULEVARD","JACKSONVILLE","FL","32206"
"09/11/2024","11:24 AM ET","3rd Party Bidder","$150,600.00","$11,086.71","$155,600.00","$139,513.29","2024-1453TD","13709-2022","142763-0000","1318 TOWNSEND BLVD","JACKSONVILLE","FL","32211"
"09/11/2024","12:16 PM ET","3rd Party Bidder","$55,300.00","$5,195.31","$69,657.00","$50,104.69","2024-1464TD","00107-2022","000852-0000","512 S US 301 HWY","BALDWIN","FL","32234"
"09/11/2024","12:37 PM ET","3rd Party Bidder","$18,100.00","$1,867.04","$10,890.00","$16,232.96","2024-1488TD","12533-2022","122679-0000","0 GRANT ST","JACKSONVILLE","FL","32202"
"09/11/2024","12:43 PM ET","3rd Party Bidder","$49,600.00","$2,793.68","$25,605.00","$46,806.32","2024-1500TD","13731-2022","143790-0000","363 LAMSON ST","JACKSONVILLE","FL","32211"
"09/11/2024","01:10 PM ET","3rd Party Bidder","$53,600.00","$7,307.74","$90,832.00","$46,292.26","2024-1530TD","01904-2022","014382-0000","6938 COMO RD","JACKSONVILLE","FL","32210"
"09/11/2024","01:33 PM ET","3rd Party Bidder","$41,800.00","$8,745.02","$87,563.00","$33,054.98","2024-1536TD","16627-2022","003550-0000","6632 DIXIE ST","JACKSONVILLE","FL","32219"
"09/11/2024","01:38 PM ET","3rd Party Bidder","$13,900.00","$4,937.57","$4,940.00","$8,962.43","2024-1549TD","11697-2018","077247-0000","1732 MCQUADE ST","JACKSONVILLE","FL","32209"
"09/11/2024","01:40 PM ET","3rd Party Bidder","$9,000.00","$4,071.98","$27,239.00","$4,928.02","2024-1552TD","03122-2021","022626-0020","5542 BERGMANN RD","JACKSONVILLE","FL","32208"
"09/11/2024","01:49 PM ET","3rd Party Bidder","$16,000.00","$3,411.81","$19,824.00","$12,588.19","2024-1553TD","06660-2021","048250-0000","0 LANGLEY ST","JACKSONVILLE","FL","32209"
"09/11/2024","01:59 PM ET","3rd Party Bidder","$60,100.00","$4,571.64","$40,168.00","$55,528.36","2024-1565TD","00754-2022","004264-0520","11631 SIMMONS RD","JACKSONVILLE","FL","32218"
"09/11/2024","02:05 PM ET","3rd Party Bidder","$69,100.00","$4,696.97","$50,233.00","$64,403.03","2024-1567TD","09026-2022","077115-0000","2097 BALDWIN ST","JACKSONVILLE","FL","32209"
"09/11/2024","02:22 PM ET","3rd Party Bidder","$23,000.00","$2,630.03","$11,149.00","$20,369.97","2024-1579TD","11329-2022","107878-0750","0 GOSSETT ST","JACKSONVILLE","FL","32218"
"09/25/2024","09:02 AM ET","3rd Party Bidder","$60,100.00","$1,713.03","$58,660.00","$58,386.97","2024-1421TD","11088-2022","106377-2220","0 DENTON RD","JACKSONVILLE","FL","32226"
"10/16/2024","09:08 AM ET","3rd Party Bidder","$259,100.00","$9,864.28","$175,537.00","$249,235.72","2024-1604TD","15124-2022","160753-0010","5511 HECKSCHER DR","JACKSONVILLE","FL","32226"
"10/16/2024","09:08 AM ET","3rd Party Bidder","$259,100.00","$9,864.28","$175,537.00","$249,235.72","2024-1604TD","15124-2022","160753-0010","5511 HECKSCHER DR","JACKSONVILLE","FL","32226"
"10/16/2024","09:49 AM ET","3rd Party Bidder","$21,100.00","$1,013.97","$1,000.00","$20,086.03","2024-1612TD","14461-2022","154166-2278","8539 W GATE PKWY 735","JACKSONVILLE","FL","32216"
"10/16/2024","09:51 AM ET","3rd Party Bidder","$200,100.00","$8,425.42","$115,923.00","$191,674.58","2024-1616TD","08159-2022","063796-0040","2735 ROSSELLE ST","JACKSONVILLE","FL","32205"
"10/16/2024","10:02 AM ET","3rd Party Bidder","$81,400.00","$6,876.29","$88,606.00","$74,523.71","2024-1629TD","10549-2022","097605-0040","5985 WESCONNETT BLVD","JACKSONVILLE","FL","32210"
"10/16/2024","10:03 AM ET","3rd Party Bidder","$1,900.00","$1,837.50","$3,688.00","$62.50","2024-1637TD","18217-2019","152612-0050","8751 BAYLEAF DR","JACKSONVILLE","FL","32256"
"10/16/2024","10:44 AM ET","3rd Party Bidder","$20,700.00","$5,568.83","$21,648.00","$15,131.17","2024-1679TD","03332-2022","025767-0000","2430 AUBREY AVE","JACKSONVILLE","FL","32208"
"10/16/2024","10:53 AM ET","3rd Party Bidder","$24,600.00","$2,489.99","$23,824.00","$22,110.01","2024-1684TD","02762-2022","021183-1250","0 PEEPLES LN","JACKSONVILLE","FL","32219"
"10/16/2024","10:59 AM ET","3rd Party Bidder","$63,100.00","$1,761.52","$49,368.00","$61,338.48","2024-1689TD","11050-2022","106165-0020","3324 STARRATT RD","JACKSONVILLE","FL","32226"
"10/16/2024","11:15 AM ET","3rd Party Bidder","$78,700.00","$4,320.61","$43,447.00","$74,379.39","2024-1699TD","04364-2022","033686-0000","576 E 59TH ST","JACKSONVILLE","FL","32208"
"10/16/2024","11:26 AM ET","3rd Party Bidder","$68,000.00","$5,914.03","$70,187.00","$62,085.97","2024-1702TD","06038-2022","046569-0000","1811 W 13TH ST","JACKSONVILLE","FL","32209"
"10/16/2024","11:41 AM ET","3rd Party Bidder","$107,100.00","$5,267.16","$71,896.00","$101,832.84","2024-1717TD","15123-2022","160752-0010","5511 HECKSCHER DR","JACKSONVILLE","FL","32226"
"10/16/2024","12:10 PM ET","3rd Party Bidder","$12,100.00","$1,194.74","$3,097.00","$10,905.26","2024-1757TD","09645-2022","085300-0010","0 W 29TH ST","JACKSONVILLE","FL","32209"
"10/16/2024","12:17 PM ET","3rd Party Bidder","$4,300.00","$1,432.18","$8,390.00","$2,867.82","2024-1762TD","07286-2022","054352-0500","0 W 4TH ST","JACKSONVILLE","FL","32209"
"10/16/2024","12:34 PM ET","3rd Party Bidder","$55,400.00","$42,520.51","$73,910.00","$12,879.49","2024-1766TD","01186-2022","008632-0000","1336 HOGAN LN","JACKSONVILLE","FL","32221"
"10/16/2024","12:44 PM ET","3rd Party Bidder","$19,400.00","$3,325.56","$11,036.00","$16,074.44","2024-1770TD","16814-2022","083796-0010","5408 POTOMAC AVE","JACKSONVILLE","FL","32254"
"10/16/2024","01:05 PM ET","3rd Party Bidder","$85,100.00","$5,677.84","$65,663.00","$79,422.16","2024-1779TD","03735-2022","028766-0000","2611 N SUNNY ACRES DR","JACKSONVILLE","FL","32209"
"10/16/2024","01:13 PM ET","3rd Party Bidder","$48,200.00","$6,159.50","$74,555.00","$42,040.50","2024-1785TD","00637-2022","003677-0000","6449 BLUEBIRD RD","JACKSONVILLE","FL","32219"
"10/16/2024","01:24 PM ET","3rd Party Bidder","$62,400.00","$6,335.77","$65,654.00","$56,064.23","2024-1793TD","07006-2022","052764-0000","1307 GRUNTHAL ST","JACKSONVILLE","FL","32209"
"10/16/2024","02:45 PM ET","3rd Party Bidder","$60,200.00","$9,225.24","$122,096.00","$50,974.76","2024-1794TD","07163-2022","053675-0000","1102 W 13TH ST","JACKSONVILLE","FL","32209"
"10/16/2024","02:59 PM ET","3rd Party Bidder","$65,700.00","$8,577.69","$80,781.00","$57,122.31","2024-1796TD","16720-2022","030832-0000","3181 BRASQUE DR","JACKSONVILLE","FL","32209"
"10/16/2024","03:03 PM ET","3rd Party Bidder","$22,100.00","$1,678.85","$19,481.00","$20,421.15","2024-1801TD","04868-2022","038241-0000","5056 FREDERICKSBURG AVE","JACKSONVILLE","FL","32208"
"10/16/2024","03:28 PM ET","3rd Party Bidder","$80,000.00","$22,616.47","$39,575.00","$57,383.53","2024-1807TD","11176-2022","106832-0030","678 SPAULDING RD","JACKSONVILLE","FL","32218"
"10/16/2024","03:29 PM ET","3rd Party Bidder","$5,000.00","$1,471.42","$6,282.00","$3,528.58","2024-1814TD","11358-2022","108039-0000","0 ORANGEDALE AVE","JACKSONVILLE","FL","32218"
"10/16/2024","03:37 PM ET","3rd Party Bidder","$60,400.00","$3,566.23","$28,449.00","$56,833.77","2024-1823TD","07438-2022","055679-0000","346 KING ST","JACKSONVILLE","FL","32204"
"10/16/2024","03:38 PM ET","3rd Party Bidder","$4,100.00","$1,145.15","$6,012.00","$2,954.85","2024-1825TD","11915-2022","114107-0000","0 WINTHROP ST","JACKSONVILLE","FL","32206"
"10/16/2024","03:43 PM ET","3rd Party Bidder","$5,100.00","$1,291.70","$4,885.00","$3,808.30","2024-1831TD","06165-2022","047342-0000","0 W 9TH ST","JACKSONVILLE","FL","32209"
"10/16/2024","04:03 PM ET","3rd Party Bidder","$36,000.00","$2,617.42","$9,542.00","$33,382.58","2024-1842TD","14766-2022","156712-0000","11252 PINE ST","JACKSONVILLE","FL","32258"
"10/16/2024","04:07 PM ET","3rd Party Bidder","$6,400.00","$1,475.34","$7,832.00","$4,924.66","2024-1845TD","13251-2022","133046-0000","0 E 28TH ST","JACKSONVILLE","FL","32206"
"10/16/2024","04:42 PM ET","3rd Party Bidder","$19,900.00","$2,516.85","$23,443.00","$17,383.15","2024-1853TD","03338-2022","025869-0000","0 MERIVALE ROAD","JACKSONVILLE","FL","32208"
"10/16/2024","04:46 PM ET","3rd Party Bidder","$10,400.00","$1,988.12","$7,190.00","$8,411.88","2024-1855TD","07647-2022","057053-0000","3347 NOLAN ST","JACKSONVILLE","FL","32254"
"10/16/2024","04:53 PM ET","3rd Party Bidder","$16,000.00","$2,272.36","$11,306.00","$13,727.64","2024-1856TD","02970-2022","022349-0000","6014 W MONCRIEF RD","JACKSONVILLE","FL","32209"
"10/16/2024","05:08 PM ET","3rd Party Bidder","$14,300.00","$2,193.05","$18,885.00","$12,106.95","2024-1858TD","05940-2022","046091-0010","0 W 18TH ST","JACKSONVILLE","FL","32209"
"10/16/2024","05:13 PM ET","3rd Party Bidder","$6,100.00","$1,744.33","$13,404.00","$4,355.67","2024-1860TD","02900-2022","021833-0000","0 DEKLE AVE","JACKSONVILLE","FL","32219"
"10/16/2024","05:19 PM ET","3rd Party Bidder","$11,900.00","$2,258.00","$22,048.00","$9,642.00","2024-1866TD","03930-2022","030002-0000","0 HAMILTON CIR","JACKSONVILLE","FL","32209"
"10/16/2024","05:21 PM ET","3rd Party Bidder","$5,300.00","$2,046.75","$7,500.00","$3,253.25","2024-1875TD","11834-2022","113517-0000","0 E 15TH ST","JACKSONVILLE","FL","32206"
"10/16/2024","05:28 PM ET","3rd Party Bidder","$9,100.00","$2,070.10","$2,305.00","$7,029.90","2024-1892TD","05377-2022","041470-0000","4526 W MONCRIEF RD","JACKSONVILLE","FL","32209"
"10/16/2024","05:54 PM ET","3rd Party Bidder","$5,600.00","$3,761.54","$20,134.00","$1,838.46","2024-1900TD","09770-2022","086182-0000","0 BENEDICT RD","JACKSONVILLE","FL","32209"
"10/16/2024","05:58 PM ET","3rd Party Bidder","$10,600.00","$3,257.16","$23,042.00","$7,342.84","2024-1908TD","00825-2022","004687-0110","9581 MINOR LN","JACKSONVILLE","FL","32220"
"10/16/2024","05:59 PM ET","3rd Party Bidder","$3,100.00","$1,499.11","$18.00","$1,600.89","2024-1912TD","13726-2022","143687-0200","0 JASPER AVE","JACKSONVILLE","FL","32211"
"10/16/2024","06:03 PM ET","3rd Party Bidder","$8,100.00","$3,358.18","$33,759.00","$4,741.82","2024-1914TD","05007-2022","039498-0000","0 CLYDE DR","JACKSONVILLE","FL","32208"
"10/16/2024","06:06 PM ET","3rd Party Bidder","$16,300.00","$2,981.02","$22,966.00","$13,318.98","2024-1919TD","06921-2022","052205-0000","1754 W 10TH ST","JACKSONVILLE","FL","32209"
"10/16/2024","06:07 PM ET","3rd Party Bidder","$12,900.00","$3,711.93","$12,411.00","$9,188.07","2024-1921TD","04186-2022","031804-0000","704 LYNTON ST","JACKSONVILLE","FL","32208"
"10/16/2024","06:12 PM ET","3rd Party Bidder","$32,100.00","$3,920.87","$10,227.00","$28,179.13","2024-1922TD","08116-2022","063309-0000","2902 LENOX AVE","JACKSONVILLE","FL","32254"
"10/16/2024","06:13 PM ET","3rd Party Bidder","$11,100.00","$2,554.34","$9,596.00","$8,545.66","2024-1929TD","02861-2022","021649-0000","0 REDPOLL AVE","JACKSONVILLE","FL","32219"
"10/16/2024","06:22 PM ET","3rd Party Bidder","$8,500.00","$3,700.20","$19,033.00","$4,799.80","2024-1935TD","01505-2022","012481-0000","7642 PLANTS LN","JACKSONVILLE","FL","32210"
"10/16/2024","06:25 PM ET","3rd Party Bidder","$8,100.00","$2,424.53","$13,396.00","$5,675.47","2024-1945TD","04789-2022","037543-0050","9735 VALERIE ST","JACKSONVILLE","FL","32208"
"10/16/2024","06:39 PM ET","3rd Party Bidder","$21,500.00","$5,602.47","$23,940.00","$15,897.53","2024-1955TD","01777-2022","013669-0010","8478 METTO RD","JACKSONVILLE","FL","32244"
"10/16/2024","06:40 PM ET","3rd Party Bidder","$11,700.00","$2,950.09","$13,029.00","$8,749.91","2024-1956TD","05918-2022","045925-0000","0 W 20TH ST","JACKSONVILLE","FL","32209"
"10/16/2024","06:51 PM ET","3rd Party Bidder","$14,300.00","$6,398.24","$28,897.00","$7,901.76","2024-1957TD","13323-2022","133726-0000","0 N PEARL ST","JACKSONVILLE","FL","32206"
"10/16/2024","07:04 PM ET","3rd Party Bidder","$15,600.00","$1,853.89","$13,612.00","$13,746.11","2024-1959TD","00532-2022","002979-0000","0 UTSEY RD","JACKSONVILLE","FL","32219"
"10/16/2024","07:09 PM ET","3rd Party Bidder","$17,300.00","$4,155.39","$32,180.00","$13,144.61","2024-1961TD","00626-2022","003550-0010","6615 ZORA ST","JACKSONVILLE","FL","32219"
"10/16/2024","07:14 PM ET","3rd Party Bidder","$15,100.00","$4,067.54","$40,477.00","$11,032.46","2024-1972TD","01690-2022","013222-0055","8408 NUSSBAUM DR","JACKSONVILLE","FL","32210"
"10/16/2024","07:33 PM ET","3rd Party Bidder","$34,100.00","$6,910.63","$100,240.00","$27,189.37","2024-1974TD","303590-2022","027842-0000","5506 AVENUE B","JACKSONVILLE","FL","32209"
"10/16/2024","07:40 PM ET","3rd Party Bidder","$49,900.00","$4,729.02","$24,132.00","$45,170.98","2024-1979TD","07214-2022","053894-0000","1254 HART ST","JACKSONVILLE","FL","32209"
"10/16/2024","07:52 PM ET","3rd Party Bidder","$27,100.00","$4,166.70","$28,356.00","$22,933.30","2024-1980TD","00834-2022","004714-0000","1439 JONES RD","JACKSONVILLE","FL","32220"
"08/06/2024","10:01 AM ET","3rd Party Bidder","$2,210.00","$2,115.75","$330.00","$94.25","TD 2024-033","2016-5233","18354-099-000","UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"09/24/2024","10:09 AM ET","3rd Party Bidder","$5,230.00","$1,696.67","$4,961.00","$3,533.33","TD 2024-045","2022-394","02384-100-030","UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"09/24/2024","10:11 AM ET","3rd Party Bidder","$5,010.00","$1,696.67","$4,961.00","$3,313.33","TD 2024-048","2022-392","02384-100-015","UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"09/24/2024","10:13 AM ET","3rd Party Bidder","$4,010.00","$1,705.51","$4,961.00","$2,304.49","TD 2024-049","2022-393","02384-100-016","UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"10/01/2024","10:02 AM ET","3rd Party Bidder","$8,010.00","$1,941.84","$10,469.00","$6,068.16","TD 2024-051","2022-2850","11130-008-001","UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"10/01/2024","10:08 AM ET","3rd Party Bidder","$17,010.00","$5,543.94","$50,000.00","$11,466.06","TD 2024-052","2022-2564","09005-005-001","UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"10/01/2024","10:11 AM ET","3rd Party Bidder","$9,010.00","$2,337.97","$3,993.00","$6,672.03","TD 2024-054","2022-3312","15889-000-000","UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"10/01/2024","10:17 AM ET","3rd Party Bidder","$75,940.00","$28,248.51","$64,356.00","$47,691.49","TD 2024-055","2022-2404","08017-000-000","3919 NW 12TH DR","GAINESVILLE","FL","32609"
"10/01/2024","10:19 AM ET","3rd Party Bidder","$66,600.00","$12,953.59","$179,729.00","$53,646.41","TD 2024-056","2022-4275","20098-000-000","20805 SE 162ND AVE","HAWTHORNE","FL","32640"
"10/08/2024","10:02 AM ET","3rd Party Bidder","$8,010.00","$5,692.32","$49,076.00","$2,317.68","TD 2024-058","2022-3917","18354-043-008","14012 SE 174TH PL","HAWTHORNE","FL","32640"
"10/08/2024","10:07 AM ET","3rd Party Bidder","$20,010.00","$3,729.24","$8,000.00","$16,280.76","TD 2024-059","2022-2870","11246-000-000","118 SE 24TH ST","GAINESVILLE","FL","32641"
"10/08/2024","10:09 AM ET","3rd Party Bidder","$13,110.00","$4,513.58","$29,736.00","$8,596.42","TD 2024-060","2022-70","00420-000-000","17939 DOUGLASS ST","HIGH SPRINGS","FL","32643"
"10/15/2024","10:10 AM ET","3rd Party Bidder","$93,030.00","$9,598.17","$111,935.00","$83,431.83","TD 2024-062","2022-3566","16720-022-000","108 SW 8TH ST","MICANOPY","FL","32667"
"10/15/2024","10:17 AM ET","3rd Party Bidder","$4,910.00","$1,460.27","$800.00","$3,449.73","TD 2024-064","2022-605","03192-002-006","UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"07/02/2024","10:04 AM CT","3rd Party Bidder","$6,400.00","$1,327.80","$11,892.00","$5,072.20","2024-1355TD","1355","06241-000-000","7 4S 13W -178-","PANAMA CITY","FL","32404"
"07/02/2024","10:06 AM CT","3rd Party Bidder","$32,200.00","$5,555.01","$74,135.00","$26,644.99","2024-2967TD","2967","16320-000-000","810 MAPLE AVE","PANAMA CITY","FL","32401"
"07/02/2024","10:04 AM CT","3rd Party Bidder","$6,400.00","$1,327.80","$11,892.00","$5,072.20","2024-1355TD","1355","06241-000-000","7 4S 13W -178-","PANAMA CITY","FL","32404"
"07/02/2024","10:06 AM CT","3rd Party Bidder","$32,200.00","$5,555.01","$74,135.00","$26,644.99","2024-2967TD","2967","16320-000-000","810 MAPLE AVE","PANAMA CITY","FL","32401"
"07/30/2024","10:09 AM CT","3rd Party Bidder","$70,200.00","$2,742.45","$47,684.00","$67,457.55","2024-0558TD","558","03052-000-000","12505 PITTS RD","FOUNTAIN","FL","32438"
"07/30/2024","10:11 AM CT","3rd Party Bidder","$25,900.00","$24,804.71","$40,432.00","$1,095.29","2024-1033TD","1033","05365-081-000","8815 BAYHEAD CT W","YOUNGSTOWN","FL","32466"
