"auction_date","auction_time","sold_to","sold_amount","opening_bid","assessed_value","surplus_amount","case_number","certificate_number","parcel_id","address","city","state","zip"
"10/15/2024","10:10 AM ET","3rd Party Bidder","$93,030.00","$9,598.17","$111,935.00","$83,431.83","TD 2024-062","2022-3566","16720-022-000","108 SW 8TH ST","MICANOPY","FL","32667"
"10/15/2024","10:17 AM ET","3rd Party Bidder","$4,910.00","$1,460.27","$800.00","$3,449.73","TD 2024-064","2022-605","03192-002-006","UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"12/03/2024","10:05 AM ET","3rd Party Bidder","$9,510.00","$4,303.01","$2,143.00","$5,206.99","TD 2024-039","2022-3341","16014-006-000","UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"12/03/2024","10:06 AM ET","3rd Party Bidder","$101,010.00","$15,393.48","$148,442.00","$85,616.52","TD 2024-065","2022-1761","06680-020-007","927 SW 55TH TER","GAINESVILLE","FL","32607"
"12/03/2024","10:09 AM ET","3rd Party Bidder","$57,010.00","$4,714.50","$78,529.00","$52,295.50","TD 2024-066","2022-1809","06770-154-000","2811 SW ARCHER RD UNIT S154","GAINESVILLE","FL","32608"
"09/24/2024","10:03 AM CT","3rd Party Bidder","$40,000.00","$1,684.58","$45,060.00","$38,315.42","2024-0841TD","841","04978-000-000","15709 GAINER RD","YOUNGSTOWN","FL","32466"
"09/24/2024","10:04 AM CT","3rd Party Bidder","$9,400.00","$2,681.17","$15,968.00","$6,718.83","2024-0934TD","934","05264-118-000","6905 OAKENSHAW","YOUNGSTOWN","FL","32466"
"09/24/2024","10:08 AM CT","3rd Party Bidder","$20,300.00","$15,400.69","$20,379.00","$4,899.31","2024-1219TD","1219","05658-112-000","7323 COPENHAGEN DR","PANAMA CITY","FL","32404"
"09/24/2024","10:03 AM CT","3rd Party Bidder","$40,000.00","$1,684.58","$45,060.00","$38,315.42","2024-0841TD","841","04978-000-000","15709 GAINER RD","YOUNGSTOWN","FL","32466"
"09/24/2024","10:04 AM CT","3rd Party Bidder","$9,400.00","$2,681.17","$15,968.00","$6,718.83","2024-0934TD","934","05264-118-000","6905 OAKENSHAW","YOUNGSTOWN","FL","32466"
"09/24/2024","10:08 AM CT","3rd Party Bidder","$20,300.00","$15,400.69","$20,379.00","$4,899.31","2024-1219TD","1219","05658-112-000","7323 COPENHAGEN DR","PANAMA CITY","FL","32404"
"09/24/2024","10:14 AM CT","3rd Party Bidder","$10,100.00","$1,574.83","$19,317.00","$8,525.17","2024-1935TD","1935","08269-000-000","1119 6TH ST","SOUTHPORT","FL","32409"
"10/01/2024","10:10 AM CT","3rd Party Bidder","$27,500.00","$1,770.85","$22,880.00","$25,729.15","2024-2447TD","2447","12129-000-000","2917 BRADENTON AVE","PANAMA CITY","FL","32405"
"10/01/2024","10:13 AM CT","3rd Party Bidder","$9,900.00","$2,316.06","$15,123.00","$7,583.94","2024-2689TD","2689","14489-000-000","33 3S 14W AVE","PANAMA CITY","FL","32405"
"10/01/2024","10:14 AM CT","3rd Party Bidder","$9,100.00","$2,521.87","$16,005.00","$6,578.13","2024-2892TD","2892","15912-020-000","3 4S 14W -99.1A-","PANAMA CITY","FL","32401"
"10/01/2024","10:22 AM CT","3rd Party Bidder","$7,800.00","$2,182.61","$9,448.00","$5,617.39","2024-2968TD","2968","16321-000-000","812 MAPLE AVE","PANAMA CITY","FL","32401"
"10/01/2024","10:10 AM CT","3rd Party Bidder","$27,500.00","$1,770.85","$22,880.00","$25,729.15","2024-2447TD","2447","12129-000-000","2917 BRADENTON AVE","PANAMA CITY","FL","32405"
"10/01/2024","10:13 AM CT","3rd Party Bidder","$9,900.00","$2,316.06","$15,123.00","$7,583.94","2024-2689TD","2689","14489-000-000","33 3S 14W AVE","PANAMA CITY","FL","32405"
"10/01/2024","10:14 AM CT","3rd Party Bidder","$9,100.00","$2,521.87","$16,005.00","$6,578.13","2024-2892TD","2892","15912-020-000","3 4S 14W -99.1A-","PANAMA CITY","FL","32401"
"10/01/2024","10:22 AM CT","3rd Party Bidder","$7,800.00","$2,182.61","$9,448.00","$5,617.39","2024-2968TD","2968","16321-000-000","812 MAPLE AVE","PANAMA CITY","FL","32401"
"10/08/2024","10:03 AM CT","3rd Party Bidder","$28,600.00","$28,549.19","$43,600.00","$50.81","2024-2812TD","2812","15233-010-000","1117 EVERITT AVE","PANAMA CITY","FL","32401"
"10/08/2024","10:04 AM CT","3rd Party Bidder","$35,300.00","$2,934.87","$34,687.00","$32,365.13","2024-2877TD","2877","15779-000-000","2709 7TH CT E","PANAMA CITY","FL","32401"
"10/08/2024","10:06 AM CT","3rd Party Bidder","$3,800.00","$1,873.01","$6,547.00","$1,926.99","2024-3020TD","3020","16724-000-000","MCKENZIE AVE","PANAMA CITY","FL","32401"
"10/08/2024","10:03 AM CT","3rd Party Bidder","$28,600.00","$28,549.19","$43,600.00","$50.81","2024-2812TD","2812","15233-010-000","1117 EVERITT AVE","PANAMA CITY","FL","32401"
"10/08/2024","10:04 AM CT","3rd Party Bidder","$35,300.00","$2,934.87","$34,687.00","$32,365.13","2024-2877TD","2877","15779-000-000","2709 7TH CT E","PANAMA CITY","FL","32401"
"10/08/2024","10:06 AM CT","3rd Party Bidder","$3,800.00","$1,873.01","$6,547.00","$1,926.99","2024-3020TD","3020","16724-000-000","MCKENZIE AVE","PANAMA CITY","FL","32401"
"10/22/2024","10:05 AM CT","3rd Party Bidder","$5,600.00","$1,429.36","$6,235.00","$4,170.64","2024-3216TD","3216","17915-000-000","630 8TH PL E","PANAMA CITY","FL","32401"
"10/22/2024","10:05 AM CT","3rd Party Bidder","$5,600.00","$1,429.36","$6,235.00","$4,170.64","2024-3216TD","3216","17915-000-000","630 8TH PL E","PANAMA CITY","FL","32401"
"10/29/2024","10:02 AM CT","3rd Party Bidder","$17,100.00","$16,462.26","$25,241.00","$637.74","2024-3545TD","3545","22471-000-000","346 SPRING AVE","PANAMA CITY","FL","32401"
"10/29/2024","10:02 AM CT","3rd Party Bidder","$17,100.00","$16,462.26","$25,241.00","$637.74","2024-3545TD","3545","22471-000-000","346 SPRING AVE","PANAMA CITY","FL","32401"
"10/29/2024","10:03 AM CT","3rd Party Bidder","$2,700.00","$2,129.34","$14,986.00","$570.66","2024-3610TD","3610","23194-010-000","613 POWELL AVE","PANAMA CITY","FL","32401"
"10/29/2024","10:09 AM CT","3rd Party Bidder","$12,900.00","$2,202.62","$11,858.00","$10,697.38","2024-3771TD","3771","24059-000-000","237 JAMES N","PANAMA CITY","FL","32401"
"10/29/2024","10:12 AM CT","3rd Party Bidder","$31,500.00","$1,425.91","$23,839.00","$30,074.09","2024-4252TD","4252","28203-000-000","1816 MOUND AVE","PANAMA CITY","FL","32405"
"11/05/2024","10:10 AM CT","3rd Party Bidder","$14,700.00","$3,106.93","$10,200.00","$11,593.07","2024-0312TD","312","01984-000-000","NANDINA","FOUNTAIN","FL","32438"
