"auction_date","auction_time","sold_to","sold_amount","opening_bid","assessed_value","surplus_amount","case_number","certificate_number","parcel_id","address","city","state","zip"
"09/19/2024","09:50 AM ET","3rd Party Bidder","$2,500.00","$910.44","$581.00",1589.56,"105472022","105472022","272617000000011110","DAVENPORT, FL- 33837","Not Found","Not Found","Not Found"
"09/19/2024","10:02 AM ET","3rd Party Bidder","$9,000.00","$878.80","$581.00",8121.2,"105482022","105482022","272617000000011160","DAVENPORT, FL- 33837","Not Found","Not Found","Not Found"
"09/19/2024","10:05 AM ET","3rd Party Bidder","$9,100.00","$1,141.80","$952.00",7958.2,"105492022","105492022","272617000000011200","DAVENPORT, FL- 33837","Not Found","Not Found","Not Found"
"09/19/2024","10:09 AM ET","3rd Party Bidder","$11,200.00","$1,054.62","$950.00",10145.38,"105502022","105502022","272617000000011210","DAVENPORT, FL- 33837","Not Found","Not Found","Not Found"
"09/04/2024","10:01 AM ET","3rd Party Bidder","$2,200.00","$1,754.56","Not Found",445.44,"2017-0001714","2017-0001714","03-09-24-2600-0330-0030","00 UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"09/04/2024","10:03 AM ET","3rd Party Bidder","$2,200.00","$1,763.94","Not Found",436.06,"2017-0002026","2017-0002026","03-10-24-9070-0130-0190","00 UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"09/04/2024","10:05 AM ET","3rd Party Bidder","$2,500.00","$1,918.85","Not Found",581.15,"2017-0002468","2017-0002468","04-10-24-5531-0020-0210","111 ELM TRL","INTERLACHEN","FL","32148"
"09/04/2024","10:07 AM ET","3rd Party Bidder","$1,800.00","$1,389.49","Not Found",410.51,"2017-0003391","2017-0003391","04-10-24-9030-0090-0260","00 UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"09/04/2024","10:08 AM ET","3rd Party Bidder","$2,700.00","$2,582.43","Not Found",117.57,"2017-0003415","2017-0003415","04-10-24-9035-0010-0760","00 UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"09/04/2024","10:09 AM ET","3rd Party Bidder","$2,500.00","$2,422.22","Not Found",77.7800000000002,"2017-0003857","2017-0003857","05-10-24-4927-0070-0600","00 UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"09/04/2024","10:13 AM ET","3rd Party Bidder","$5,200.00","$2,409.00","Not Found",2791,"2017-0004686","2017-0004686","05-10-24-9045-0110-0310","00 UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"09/04/2024","10:14 AM ET","3rd Party Bidder","$5,100.00","$2,185.42","Not Found",2914.58,"2017-0004824","2017-0004824","05-11-26-0000-8888-0115","110 SENEGAL AV","PALATKA","FL","32177"
"09/18/2024","10:01 AM ET","3rd Party Bidder","$1,300.00","$1,285.47","Not Found",14.53,"2017-0000720","2017-0000720","01-11-26-8241-0140-0270","00 UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"09/18/2024","10:07 AM ET","3rd Party Bidder","$3,200.00","$1,791.93","Not Found",1408.07,"2017-0001751","2017-0001751","03-09-27-0000-0070-0580","00 UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"09/18/2024","10:08 AM ET","3rd Party Bidder","$1,100.00","$1,088.07","Not Found",11.9300000000001,"2017-0002003","2017-0002003","03-10-24-9070-0060-0170","00 UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"09/18/2024","10:13 AM ET","3rd Party Bidder","$5,800.00","$1,729.94","Not Found",4070.06,"2017-0002394","2017-0002394","04-09-27-0000-0021-1690","00 UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"09/10/2024","09:03 AM ET","3rd Party Bidder","$17,100.00","$2,185.66","$6,223.00",14914.34,"2024 TD 000136","3224.0000","0956068620","LAMARQUE AVE","NORTH PORT","FL","34286"
"09/10/2024","09:06 AM ET","3rd Party Bidder","$10,100.00","$3,042.80","$2,928.00",7057.2,"2024 TD 000156","7309.0000","1150215315","OAKDELL RD","NORTH PORT","FL","34288"
"09/10/2024","09:10 AM ET","3rd Party Bidder","$18,300.00","$2,516.08","$6,202.00",15783.92,"2024 TD 000176","6230.0000","1135079019","NASHVILLE RD","NORTH PORT","FL","34288"
"09/10/2024","09:16 AM ET","3rd Party Bidder","$20,700.00","$2,585.92","$7,502.00",18114.08,"2024 TD 000181","6504.0000","1140177709","SILAS AVE","NORTH PORT","FL","34288"
"09/10/2024","09:22 AM ET","3rd Party Bidder","$20,600.00","$2,652.85","$8,712.00",17947.15,"2024 TD 000184","4260.0000","0982047230","MANHEIM AVE","NORTH PORT","FL","34286"
"09/10/2024","09:25 AM ET","3rd Party Bidder","$20,000.00","$2,601.84","$7,865.00",17398.16,"2024 TD 000186","4285.0000","0984047825","MANHEIM AVE","NORTH PORT","FL","34286"
"09/10/2024","09:33 AM ET","3rd Party Bidder","$25,200.00","$2,804.56","$13,470.00",22395.44,"2024 TD 000197","5586.0000","1128227130","MARLBERRY RD","NORTH PORT","FL","34288"
"09/12/2024","09:10 AM ET","3rd Party Bidder","$20,000.00","$2,569.94","$6,655.00",17430.06,"2024 TD 000333","2838.0000","0950133010","MERMELL CIR","NORTH PORT","FL","34291"
"09/12/2024","09:21 AM ET","3rd Party Bidder","$19,400.00","$2,448.16","$4,925.00",16951.84,"2024 TD 000335","2899.0000","0951140611","TOWER ST","NORTH PORT","FL","34291"
"09/10/2024","09:07 AM ET","3rd Party Bidder","$4,000.00","$1,598.94","$1,280.00",2401.06,"00530-17","530-17","693802030240","JACKSON ST","DELEON SPRINGS","FL","32130"
"09/10/2024","09:29 AM ET","3rd Party Bidder","$3,600.00","$1,324.86","$3,466.00",2275.14,"02939-17","2939-17","703203020070","PROPERTY LOCATION IS NOT AVAIL","ORANGE CITY","FL","32763"
