"auction_date","auction_time","sold_to","sold_amount","opening_bid","assessed_value","surplus_amount","case_number","certificate_number","parcel_id","address","city","state","zip"
"12/17/2024","10:27 AM ET","3rd Party Bidder","$119,260.00","$11,586.93","$101,207.00","$107,673.07","TD 2024-075","2022-2406","08035-039-000","4120 NW 10TH ST","GAINESVILLE","FL","32609"
"12/17/2024","10:31 AM ET","3rd Party Bidder","$26,010.00","$1,890.69","$8,785.00","$24,119.31","TD 2024-077","2022-59","00371-000-000","UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"01/07/2025","10:01 AM ET","3rd Party Bidder","$7,390.00","$7,383.99","$4,499.00","$6.01","TD 2024-079","2017-4824","17220-002-000","UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"01/07/2025","10:14 AM ET","3rd Party Bidder","$110,000.00","$10,010.84","$150,961.00","$99,989.16","TD 2024-081","2022-3384","16107-503-005","1615 SE 15TH AVE","GAINESVILLE","FL","32641"
"01/14/2025","10:09 AM ET","3rd Party Bidder","$33,210.00","$4,787.17","$39,629.00","$28,422.83","TD 2024-083","2022-3712","17257-025-000","14522 NE 138TH PL","WALDO","FL","32694"
"01/14/2025","10:14 AM ET","3rd Party Bidder","$11,010.00","$3,209.66","$20,038.00","$7,800.34","TD 2024-084","2022-401","02401-012-000","UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"01/14/2025","10:19 AM ET","3rd Party Bidder","$8,360.00","$2,239.19","$9,389.00","$6,120.81","TD 2024-086","2022-2829","11018-000-000","UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"01/28/2025","10:05 AM ET","3rd Party Bidder","$12,310.00","$3,345.78","$17,569.00","$8,964.22","TD 2024-088","2022-3571","16720-028-015","UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"01/28/2025","10:07 AM ET","3rd Party Bidder","$13,010.00","$2,710.96","$14,172.00","$10,299.04","TD 2024-091","2022-3355","16077-003-000","UNASSIGNED LOCATION RE","Not Found","Not Found","Not Found"
"02/04/2025","10:07 AM ET","3rd Party Bidder","$20,080.00","$6,932.31","$47,287.00","$13,147.69","TD 2024-093","2022-3934","18378-002-035","17913 NE 136TH AVE","WALDO","FL","32694"
"02/04/2025","10:13 AM ET","3rd Party Bidder","$30,110.00","$11,858.82","$127,447.00","$18,251.18","TD 2024-094","2022-3347","16054-004-000","2232 SE 8TH PL","GAINESVILLE","FL","32641"
"11/05/2024","10:10 AM CT","3rd Party Bidder","$14,700.00","$3,106.93","$10,200.00","$11,593.07","2024-0312TD","312","01984-000-000","NANDINA","FOUNTAIN","FL","32438"
"11/05/2024","10:14 AM CT","3rd Party Bidder","$25,800.00","$5,950.33","$78,093.00","$19,849.67","2024-2954TD","2954","16222-000-000","706 CACTUS AVE","PANAMA CITY","FL","32401"
"11/05/2024","10:16 AM CT","3rd Party Bidder","$20,300.00","$2,175.73","$16,163.00","$18,124.27","2024-4805TD","4805","32748-001-004","17199 FRONT BEACH RD","PANAMA CITY BEACH","FL","32413"
"11/19/2024","10:04 AM CT","3rd Party Bidder","$30,100.00","$3,031.68","$53,954.00","$27,068.32","2024-1121TD","1121","05470-801-000","6844 SMITH RD","PANAMA CITY","FL","32404"
"11/19/2024","10:10 AM CT","3rd Party Bidder","$33,900.00","$1,609.79","$33,778.00","$32,290.21","2024-1843TD","1843","07645-085-000","8804 DOROTHY FARRIS RD","SOUTHPORT","FL","32409"
"11/19/2024","10:14 AM CT","3rd Party Bidder","$32,000.00","$2,263.89","$38,804.00","$29,736.11","2024-2253TD","2253","11568-000-000","2510 CANAL ST","LYNN HAVEN","FL","32444"
"11/19/2024","10:15 AM CT","3rd Party Bidder","$35,100.00","$12,765.28","$35,312.00","$22,334.72","2024-2523TD","2523","12718-000-000","2528 WAKULLA AVE","PANAMA CITY","FL","32405"
"11/19/2024","10:04 AM CT","3rd Party Bidder","$30,100.00","$3,031.68","$53,954.00","$27,068.32","2024-1121TD","1121","05470-801-000","6844 SMITH RD","PANAMA CITY","FL","32404"
"11/19/2024","10:10 AM CT","3rd Party Bidder","$33,900.00","$1,609.79","$33,778.00","$32,290.21","2024-1843TD","1843","07645-085-000","8804 DOROTHY FARRIS RD","SOUTHPORT","FL","32409"
"11/19/2024","10:14 AM CT","3rd Party Bidder","$32,000.00","$2,263.89","$38,804.00","$29,736.11","2024-2253TD","2253","11568-000-000","2510 CANAL ST","LYNN HAVEN","FL","32444"
"11/19/2024","10:15 AM CT","3rd Party Bidder","$35,100.00","$12,765.28","$35,312.00","$22,334.72","2024-2523TD","2523","12718-000-000","2528 WAKULLA AVE","PANAMA CITY","FL","32405"
"11/19/2024","10:18 AM CT","3rd Party Bidder","$22,100.00","$2,433.57","$22,050.00","$19,666.43","2024-3918TD","3918","25338-000-000","739 N 9TH PLZ","PANAMA CITY","FL","32404"
"11/19/2024","10:19 AM CT","3rd Party Bidder","$31,000.00","$17,711.05","$31,856.00","$13,288.95","2024-4329TD","4329","29338-000-000","1709 FOSTER AVE","PANAMA CITY","FL","32405"
"11/26/2024","10:07 AM CT","3rd Party Bidder","$17,300.00","$1,056.53","$7,368.00","$16,243.47","2024-0222TD","222","01311-000-000","IVYDELL ST","FOUNTAIN","FL","32438"
"11/26/2024","10:09 AM CT","3rd Party Bidder","$5,300.00","$997.90","$5,100.00","$4,302.10","2024-0319TD","319","01978-000-000","NANDINA ST","FOUNTAIN","FL","32438"
"11/26/2024","10:13 AM CT","3rd Party Bidder","$5,800.00","$1,003.83","$5,100.00","$4,796.17","2024-0335TD","335","02082-000-000","CAMELLA ST","FOUNTAIN","FL","32438"
"11/26/2024","10:15 AM CT","3rd Party Bidder","$9,900.00","$5,142.07","$9,945.00","$4,757.93","2024-0484TD","484","02847-015-000","12129 MONTCLAIR RD","FOUNTAIN","FL","32438"
"11/26/2024","10:20 AM CT","3rd Party Bidder","$27,900.00","$1,630.68","$19,194.00","$26,269.32","2024-0489TD","489","02893-000-000","SANDSTONE RD","FOUNTAIN","FL","32438"
"11/26/2024","10:07 AM CT","3rd Party Bidder","$17,300.00","$1,056.53","$7,368.00","$16,243.47","2024-0222TD","222","01311-000-000","IVYDELL ST","FOUNTAIN","FL","32438"
"11/26/2024","10:09 AM CT","3rd Party Bidder","$5,300.00","$997.90","$5,100.00","$4,302.10","2024-0319TD","319","01978-000-000","NANDINA ST","FOUNTAIN","FL","32438"
"11/26/2024","10:13 AM CT","3rd Party Bidder","$5,800.00","$1,003.83","$5,100.00","$4,796.17","2024-0335TD","335","02082-000-000","CAMELLA ST","FOUNTAIN","FL","32438"
"11/26/2024","10:15 AM CT","3rd Party Bidder","$9,900.00","$5,142.07","$9,945.00","$4,757.93","2024-0484TD","484","02847-015-000","12129 MONTCLAIR RD","FOUNTAIN","FL","32438"
"11/26/2024","10:20 AM CT","3rd Party Bidder","$27,900.00","$1,630.68","$19,194.00","$26,269.32","2024-0489TD","489","02893-000-000","SANDSTONE RD","FOUNTAIN","FL","32438"
"01/07/2025","10:04 AM CT","3rd Party Bidder","$4,200.00","$2,016.56","$5,630.00","$2,183.44","2024-0018TD","18","00059-000-000","HWY 231","FOUNTAIN","FL","32438"
"01/07/2025","10:07 AM CT","3rd Party Bidder","$40,300.00","$3,605.43","$29,468.00","$36,694.57","2024-0103TD","103","00536-000-000","BAIN RD","FOUNTAIN","FL","32438"
"01/07/2025","10:10 AM CT","3rd Party Bidder","$3,100.00","$2,671.04","$7,650.00","$428.96","2024-0357TD","357","01689-000-000","22 1N 12W","FOUNTAIN","FL","32438"
"01/07/2025","10:12 AM CT","3rd Party Bidder","$12,400.00","$7,024.27","$24,061.00","$5,375.73","2024-03746TD","3746","24017-000-000","DETROIT AVE","PANAMA CITY","FL","32401"
"01/07/2025","10:18 AM CT","3rd Party Bidder","$7,100.00","$5,626.99","$15,837.00","$1,473.01","2024-04557TD","4557","26539-000-000","9912 FOXCHASE RD","SOUTHPORT","FL","32409"
"01/07/2025","10:19 AM CT","3rd Party Bidder","$10,200.00","$2,042.80","$10,314.00","$8,157.20","2024-0520TD","520","03196-000-000","DEEP SPRINGS RD","FOUNTAIN","FL","32438"
"01/07/2025","10:27 AM CT","3rd Party Bidder","$7,700.00","$2,550.87","$14,072.00","$5,149.13","2024-0611TD","611","03376-000-000","36 2N 12W - 60-","FOUNTAIN","FL","32438"
"01/07/2025","10:28 AM CT","3rd Party Bidder","$12,700.00","$12,518.74","$24,516.00","$181.26","2024-1686TD","1686","06769-000-000","7206 LETOHATCHEE ST","PANAMA CITY","FL","32404"
"01/07/2025","10:04 AM CT","3rd Party Bidder","$4,200.00","$2,016.56","$5,630.00","$2,183.44","2024-0018TD","18","00059-000-000","HWY 231","FOUNTAIN","FL","32438"
"01/07/2025","10:07 AM CT","3rd Party Bidder","$40,300.00","$3,605.43","$29,468.00","$36,694.57","2024-0103TD","103","00536-000-000","BAIN RD","FOUNTAIN","FL","32438"
"01/07/2025","10:10 AM CT","3rd Party Bidder","$3,100.00","$2,671.04","$7,650.00","$428.96","2024-0357TD","357","01689-000-000","22 1N 12W","FOUNTAIN","FL","32438"
"01/07/2025","10:12 AM CT","3rd Party Bidder","$12,400.00","$7,024.27","$24,061.00","$5,375.73","2024-03746TD","3746","24017-000-000","DETROIT AVE","PANAMA CITY","FL","32401"
"01/07/2025","10:18 AM CT","3rd Party Bidder","$7,100.00","$5,626.99","$15,837.00","$1,473.01","2024-04557TD","4557","26539-000-000","9912 FOXCHASE RD","SOUTHPORT","FL","32409"
"01/07/2025","10:19 AM CT","3rd Party Bidder","$10,200.00","$2,042.80","$10,314.00","$8,157.20","2024-0520TD","520","03196-000-000","DEEP SPRINGS RD","FOUNTAIN","FL","32438"
"01/07/2025","10:27 AM CT","3rd Party Bidder","$7,700.00","$2,550.87","$14,072.00","$5,149.13","2024-0611TD","611","03376-000-000","36 2N 12W - 60-","FOUNTAIN","FL","32438"
"01/07/2025","10:28 AM CT","3rd Party Bidder","$12,700.00","$12,518.74","$24,516.00","$181.26","2024-1686TD","1686","06769-000-000","7206 LETOHATCHEE ST","PANAMA CITY","FL","32404"
"01/07/2025","10:29 AM CT","3rd Party Bidder","$12,600.00","$4,395.11","$19,067.00","$8,204.89","2024-3090TD","3090","17144-000-000","808 9TH CT E","PANAMA CITY","FL","32401"
"01/07/2025","10:30 AM CT","3rd Party Bidder","$4,500.00","$4,477.47","$12,774.00","$22.53","2024-4072TD","4072","23389-010-000","11 4S 14W -366.7-","PANAMA CITY","FL","32401"
"01/07/2025","10:33 AM CT","3rd Party Bidder","$11,600.00","$3,137.54","$14,125.00","$8,462.46","2024-4115TD","4115","23558-000-000","3803 E 4TH ST","PANAMA CITY","FL","32401"
"01/14/2025","10:06 AM CT","3rd Party Bidder","$10,600.00","$1,533.84","$12,006.00","$9,066.16","2024-1389TD","1389","06428-010-000","335 FOX AVE N","PANAMA CITY","FL","32404"
"01/14/2025","10:07 AM CT","3rd Party Bidder","$1,200.00","$1,178.10","$12,613.00","$21.90","2024-1502TD","1502","06832-010-001","CHIPEWA ST","PANAMA CITY","FL","32404"
"01/14/2025","10:16 AM CT","3rd Party Bidder","$7,600.00","$1,146.45","$39.00","$6,453.55","2024-1652TD","1652","07399-951-010","25 4S 13W","PANAMA CITY","FL","32404"
"01/14/2025","10:06 AM CT","3rd Party Bidder","$10,600.00","$1,533.84","$12,006.00","$9,066.16","2024-1389TD","1389","06428-010-000","335 FOX AVE N","PANAMA CITY","FL","32404"
"01/14/2025","10:07 AM CT","3rd Party Bidder","$1,200.00","$1,178.10","$12,613.00","$21.90","2024-1502TD","1502","06832-010-001","CHIPEWA ST","PANAMA CITY","FL","32404"
"01/14/2025","10:16 AM CT","3rd Party Bidder","$7,600.00","$1,146.45","$39.00","$6,453.55","2024-1652TD","1652","07399-951-010","25 4S 13W","PANAMA CITY","FL","32404"
"01/14/2025","10:21 AM CT","3rd Party Bidder","$15,100.00","$1,668.36","$18,193.00","$13,431.64","2024-1829TD","1829","07640-041-000","8811 FREMER AVE","SOUTHPORT","FL","32409"
"01/14/2025","10:30 AM CT","3rd Party Bidder","$6,400.00","$1,703.12","$5,675.00","$4,696.88","2024-2131TD","2131","10441-000-000","1610 KENTUCKY AVE","LYNN HAVEN","FL","32444"
"01/14/2025","10:35 AM CT","3rd Party Bidder","$6,000.00","$1,444.83","$1,980.00","$4,555.17","2024-2163TD","2163","10877-010-000","9 3S 14W","LYNN HAVEN","FL","32444"
"01/14/2025","10:51 AM CT","3rd Party Bidder","$18,900.00","$1,168.60","$16,064.00","$17,731.40","2024-2437TD","2437","12021-000-000","3015 HEADLAND AVE","PANAMA CITY","FL","32405"
"01/14/2025","10:57 AM CT","3rd Party Bidder","$15,000.00","$2,880.44","$22,300.00","$12,119.56","2024-2911TD","2911","15958-000-000","2209 7TH ST E","PANAMA CITY","FL","32401"
"01/14/2025","11:03 AM CT","3rd Party Bidder","$11,400.00","$5,738.44","$22,393.00","$5,661.56","2024-3003TD","3003","16529-000-000","1116 MERCEDES AVE","PANAMA CITY","FL","32401"
"01/14/2025","11:08 AM CT","3rd Party Bidder","$45,600.00","$3,188.45","$29,728.00","$42,411.55","2024-3161TD","3161","17485-000-000","1310 CALDWELL DR","PANAMA CITY","FL","32401"
"01/28/2025","10:03 AM CT","3rd Party Bidder","$4,100.00","$1,575.48","$6,256.00","$2,524.52","2024-0016TD","16","00075-000-000","HWY 231","FOUNTAIN","FL","32438"
"01/28/2025","10:07 AM CT","3rd Party Bidder","$3,300.00","$1,290.11","$5,073.00","$2,009.89","2024-00216TD","216","01291-000-000","22 1N 12W 11","FOUNTAIN","FL","32438"
"01/28/2025","10:13 AM CT","3rd Party Bidder","$7,700.00","$1,903.79","$9,350.00","$5,796.21","2024-00489TD","489","02997-001-000","MALLARD AVE","FOUNTAIN","FL","32438"
"01/28/2025","10:14 AM CT","3rd Party Bidder","$5,200.00","$1,505.60","$6,256.00","$3,694.40","2024-0049TD","49","00245-021-000","MOORE PARK DR","FOUNTAIN","FL","32438"
"01/28/2025","10:16 AM CT","3rd Party Bidder","$6,300.00","$1,246.31","$4,046.00","$5,053.69","2024-0181TD","181","01125-000-000","WESTERN RD","FOUNTAIN","FL","32438"
"01/28/2025","10:17 AM CT","3rd Party Bidder","$4,300.00","$1,515.96","$6,285.00","$2,784.04","2024-0416TD","416","02549-000-000","BEAR CREEK RD","FOUNTAIN","FL","32438"
"01/28/2025","10:20 AM CT","3rd Party Bidder","$4,400.00","$1,314.41","$4,409.00","$3,085.59","2024-0492TD","492","02998-010-000","CARDINAL AVE","FOUNTAIN","FL","32438"
"01/28/2025","10:03 AM CT","3rd Party Bidder","$4,100.00","$1,575.48","$6,256.00","$2,524.52","2024-0016TD","16","00075-000-000","HWY 231","FOUNTAIN","FL","32438"
"01/28/2025","10:07 AM CT","3rd Party Bidder","$3,300.00","$1,290.11","$5,073.00","$2,009.89","2024-00216TD","216","01291-000-000","22 1N 12W 11","FOUNTAIN","FL","32438"
"01/28/2025","10:13 AM CT","3rd Party Bidder","$7,700.00","$1,903.79","$9,350.00","$5,796.21","2024-00489TD","489","02997-001-000","MALLARD AVE","FOUNTAIN","FL","32438"
"01/28/2025","10:14 AM CT","3rd Party Bidder","$5,200.00","$1,505.60","$6,256.00","$3,694.40","2024-0049TD","49","00245-021-000","MOORE PARK DR","FOUNTAIN","FL","32438"
"01/28/2025","10:16 AM CT","3rd Party Bidder","$6,300.00","$1,246.31","$4,046.00","$5,053.69","2024-0181TD","181","01125-000-000","WESTERN RD","FOUNTAIN","FL","32438"
"01/28/2025","10:17 AM CT","3rd Party Bidder","$4,300.00","$1,515.96","$6,285.00","$2,784.04","2024-0416TD","416","02549-000-000","BEAR CREEK RD","FOUNTAIN","FL","32438"
"01/28/2025","10:20 AM CT","3rd Party Bidder","$4,400.00","$1,314.41","$4,409.00","$3,085.59","2024-0492TD","492","02998-010-000","CARDINAL AVE","FOUNTAIN","FL","32438"
"01/28/2025","10:22 AM CT","3rd Party Bidder","$4,000.00","$2,675.65","$11,715.00","$1,324.35","2024-1577TD","1577","06479-010-010","REAGAN RD","PANAMA CITY","FL","32404"
"01/28/2025","10:27 AM CT","3rd Party Bidder","$66,900.00","$5,544.03","$127,719.00","$61,355.97","2024-1730TD","1730","07499-090-000","422 WOODLAND RD E","SOUTHPORT","FL","32409"
"01/28/2025","10:29 AM CT","3rd Party Bidder","$1,900.00","$1,895.58","$6,072.00","$4.42","2024-2017TD","2017","07526-000-004","RACCOON","SOUTHPORT","FL","32409"
"01/28/2025","10:40 AM CT","3rd Party Bidder","$7,200.00","$1,518.12","$5,675.00","$5,681.88","2024-2131TD","2131","10441-000-000","1610 KENTUCKY AVE","LYNN HAVEN","FL","32444"
"02/04/2025","10:06 AM CT","3rd Party Bidder","$3,100.00","$1,243.11","$5,073.00","$1,856.89","2024-00216TD","216","01291-000-000","22 1N 12W 11","FOUNTAIN","FL","32438"
"02/04/2025","10:09 AM CT","3rd Party Bidder","$30,100.00","$5,024.74","$27,818.00","$25,075.26","2024-2226TD","2226","10834-000-000","812 MISSISSIPPI AVE","LYNN HAVEN","FL","32444"
"11/06/2024","10:15 AM ET","3rd Party Bidder","$25,010.00","$5,634.96","$122,130.00","$19,375.04","2024-0432TD","22-0849","Not Found","6645 S FRANKFURTER WAY","Not Found","Not Found","Not Found"
"11/06/2024","10:17 AM ET","3rd Party Bidder","$36,120.00","$2,856.24","$4,005.00","$33,263.76","2024-0460TD","22-2280","Not Found","11079 N EDITH PT","Not Found","Not Found","Not Found"
"11/06/2024","10:20 AM ET","3rd Party Bidder","$31,310.00","$7,497.85","$81,917.00","$23,812.15","2024-0465TD","22-5934","Not Found","3489 W CHERUB CT","Not Found","Not Found","Not Found"
"11/06/2024","10:15 AM ET","3rd Party Bidder","$25,010.00","$5,634.96","$122,130.00","$19,375.04","2024-0432TD","22-0849","Not Found","6645 S FRANKFURTER WAY","Not Found","Not Found","Not Found"
"11/06/2024","10:17 AM ET","3rd Party Bidder","$36,120.00","$2,856.24","$4,005.00","$33,263.76","2024-0460TD","22-2280","Not Found","11079 N EDITH PT","Not Found","Not Found","Not Found"
"11/06/2024","10:20 AM ET","3rd Party Bidder","$31,310.00","$7,497.85","$81,917.00","$23,812.15","2024-0465TD","22-5934","Not Found","3489 W CHERUB CT","Not Found","Not Found","Not Found"
"11/06/2024","10:27 AM ET","3rd Party Bidder","$141,010.00","$9,425.41","$105,757.00","$131,584.59","2024-0470TD","22-3391","Not Found","104 S MONROE ST","Not Found","Not Found","Not Found"
"11/06/2024","10:37 AM ET","3rd Party Bidder","$20,510.00","$8,837.04","$30,240.00","$11,672.96","2024-0472TD","22-3088","Not Found","14489 W CAPTAIN CT","Not Found","Not Found","Not Found"
"11/06/2024","10:42 AM ET","3rd Party Bidder","$17,110.00","$1,984.68","$9,099.00","$15,125.32","2024-0473TD","22-1025","Not Found","1591 W THUMPER DR","Not Found","Not Found","Not Found"
"11/06/2024","11:05 AM ET","3rd Party Bidder","$20,010.00","$1,816.43","$3,727.00","$18,193.57","2024-0478TD","22-1542","Not Found","9000 N BARBADOS WAY","Not Found","Not Found","Not Found"
"11/06/2024","11:21 AM ET","3rd Party Bidder","$16,940.00","$1,952.45","$11,919.00","$14,987.55","2024-0481TD","22-6671","Not Found","11385 THE CRAWFORD CREEK","Not Found","Not Found","Not Found"
"11/06/2024","11:31 AM ET","3rd Party Bidder","$9,000.00","$1,583.49","$9,181.00","$7,416.51","2024-0485TD","22-6277","Not Found","5144 E BACKNER LN","Not Found","Not Found","Not Found"
"11/06/2024","11:45 AM ET","3rd Party Bidder","$36,010.00","$2,745.32","$7,260.00","$33,264.68","2024-0488TD","22-1887","Not Found","7079 N GLENRIDGE CIR","Not Found","Not Found","Not Found"
"11/06/2024","11:56 AM ET","3rd Party Bidder","$17,510.00","$1,896.14","$4,247.00","$15,613.86","2024-0491TD","22-2412","Not Found","6917 N VARSITY AVE","Not Found","Not Found","Not Found"
"11/06/2024","12:01 PM ET","3rd Party Bidder","$10,010.00","$3,490.01","$10,252.00","$6,519.99","2024-0492TD","22-0608","Not Found","11660 N BASS RD DUNNELLON 3443","Not Found","Not Found","Not Found"
"11/06/2024","12:03 PM ET","3rd Party Bidder","$19,410.00","$2,084.25","$9,741.00","$17,325.75","2024-0495TD","22-4028","Not Found","15 MIMOSA CT W","Not Found","Not Found","Not Found"
"11/06/2024","12:13 PM ET","3rd Party Bidder","$17,720.00","$1,636.86","$3,727.00","$16,083.14","2024-0498TD","22-7344","Not Found","10099 N CARIB WAY","Not Found","Not Found","Not Found"
"12/11/2024","10:10 AM ET","3rd Party Bidder","$18,500.00","$1,788.80","$5,607.00","$16,711.20","2024-0475TD","22-1754","Not Found","8655 N CITRUS SPRINGS BLVD","Not Found","Not Found","Not Found"
"12/11/2024","10:15 AM ET","3rd Party Bidder","$18,260.00","$2,432.83","$5,491.00","$15,827.17","2024-0502TD","22-1780","Not Found","8388 N FARRINGTON DR","Not Found","Not Found","Not Found"
"12/11/2024","10:18 AM ET","3rd Party Bidder","$15,010.00","$5,708.39","$39,280.00","$9,301.61","2024-0503TD","22-6505","Not Found","360 N VESPER PT","Not Found","Not Found","Not Found"
"12/11/2024","10:23 AM ET","3rd Party Bidder","$37,110.00","$3,972.30","$39,244.00","$33,137.70","2024-0505TD","22-3788","Not Found","10293 E PIKE DR","Not Found","Not Found","Not Found"
"12/11/2024","10:10 AM ET","3rd Party Bidder","$18,500.00","$1,788.80","$5,607.00","$16,711.20","2024-0475TD","22-1754","Not Found","8655 N CITRUS SPRINGS BLVD","Not Found","Not Found","Not Found"
"12/11/2024","10:15 AM ET","3rd Party Bidder","$18,260.00","$2,432.83","$5,491.00","$15,827.17","2024-0502TD","22-1780","Not Found","8388 N FARRINGTON DR","Not Found","Not Found","Not Found"
"12/11/2024","10:18 AM ET","3rd Party Bidder","$15,010.00","$5,708.39","$39,280.00","$9,301.61","2024-0503TD","22-6505","Not Found","360 N VESPER PT","Not Found","Not Found","Not Found"
"12/11/2024","10:23 AM ET","3rd Party Bidder","$37,110.00","$3,972.30","$39,244.00","$33,137.70","2024-0505TD","22-3788","Not Found","10293 E PIKE DR","Not Found","Not Found","Not Found"
"12/11/2024","10:35 AM ET","3rd Party Bidder","$7,010.00","$2,249.11","$19,370.00","$4,760.89","2024-0512TD","22-0454","Not Found","8663 E HOOKER PL","Not Found","Not Found","Not Found"
"12/11/2024","10:46 AM ET","3rd Party Bidder","$62,510.00","$5,158.26","$57,008.00","$57,351.74","2024-0516TD","22-0617","Not Found","11622 N RIVERBEND RD","Not Found","Not Found","Not Found"
"12/11/2024","11:03 AM ET","3rd Party Bidder","$17,510.00","$2,014.42","$3,279.00","$15,495.58","2024-0518TD","22-1960","Not Found","684 E NOAH LN","Not Found","Not Found","Not Found"
"12/11/2024","11:08 AM ET","3rd Party Bidder","$19,020.00","$2,518.89","$3,727.00","$16,501.11","2024-0519TD","22-2955","Not Found","6566 N KILLINGER TER","Not Found","Not Found","Not Found"
"12/11/2024","11:26 AM ET","3rd Party Bidder","$81,110.00","$6,944.96","$46,666.00","$74,165.04","2024-0520TD","22-0783","Not Found","5615 E MCMULLEN RD","Not Found","Not Found","Not Found"
"01/15/2025","10:08 AM ET","3rd Party Bidder","$12,510.00","$3,850.43","$43,164.00","$8,659.57","2024-0509TD","22-4154","Not Found","8010 W MORROW CT","Not Found","Not Found","Not Found"
"01/15/2025","10:12 AM ET","3rd Party Bidder","$12,710.00","$2,139.53","$5,213.00","$10,570.47","2024-0521TD","22-0189","Not Found","3812 E WALKER ST","Not Found","Not Found","Not Found"
"01/15/2025","10:16 AM ET","3rd Party Bidder","$4,010.00","$1,676.46","$7,750.00","$2,333.54","2024-0531TD","22-4099","Not Found","15 SEAGRAPE ST","Not Found","Not Found","Not Found"
"01/15/2025","10:20 AM ET","3rd Party Bidder","$13,560.00","$1,468.01","$7,684.00","$12,091.99","2024-0533TD","22-5873","Not Found","1221 E RHAPSODY LN","Not Found","Not Found","Not Found"
"01/15/2025","10:25 AM ET","3rd Party Bidder","$6,110.00","$1,410.20","$7,900.00","$4,699.80","2024-0536TD","22-6396","Not Found","10564 S NEW HAMPSHIRE DR","Not Found","Not Found","Not Found"
"01/15/2025","10:35 AM ET","3rd Party Bidder","$22,090.00","$2,060.34","$13,189.00","$20,029.66","2024-0537TD","22-0440","Not Found","223 N HEBRIDES PT","Not Found","Not Found","Not Found"
